Watchlist,,,,,,,,,,,,,,,,,,,,,,,,,,Holiday Calender Data,,,,,Stock Market Trading and Investment Quotes,,,Lot Size,,,
"""NSE All Stock"" List",,"""NSE Cash"" List",,"""Nifty Indices"" List",,"""Nifty50""
Stocks List",,"""Futures""
Stocks List",,"""Nifty 500"" List",,"""Nifty 500
Multicap
50:25:25"" List",,"""All ETFs"" List",,"""Gold ETFs"" List",,"""Silver ETFs"" List",,"""My Favourite""
Watchlist-1",,"""My Holdings""
Watchlist-2",,"""Penny Stocks""
Watchlist-3",,Status (2026),Date,Day,Occasion,,Quotation,Author,,Symbol,Jul-26,Aug-26,Sep-26
NIFTY100ESG,,DEFENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSSARI,,GLOBECIVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTRAMAR,,SNOWMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHIM,,GROWWNIFTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAGGLE,,CRAFTSMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWL,,ASAHIINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODEFENCE,,GRMOVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRITINUT,,IDFCFIRSTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYLARGEMID250,,SBIMIDMOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY50VALUE20,,FOSECOIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWARAJENG,,SHARDAMOTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,,KALPATARU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIEMIND,,UFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USHAMART,,VGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVERIETF,,KINGFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSBCGOLD,,SALZERELEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISGOLD,,METROPOLIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCVALUE,,RAILTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDMUTHA,,RATNAVEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNC,,STYRENIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATALREAL,,SASKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVERCASE,,VEEDOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPHAETF,,360ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCNIF100,,ALICON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL30IETF,,DECCANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FERMENTA,,MAXIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKROSE,,SUPERHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOUR,,VETO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT50ADD,,ANDHRAPAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATSILV,,KAMDHENU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIDENT,,SHAILY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALKRISIND,,AXISBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARERATING,,SUDARSCHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVIOT,,ORKLAINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METROBRAND,,AVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETFNN50,,MSUMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFC,,KOTARISUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCAPITAL,,ROLLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICNFNHGP,,HINDUNILVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVERBETA,,ALIVUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HERANBA,,ICEMAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAGNAM,,ZYDUSWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCPSUBK,,UNIONBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKPSU,,STEELCITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMIDMTM,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBEXLTD,,JHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNXMNC,,SHRIPISTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUDARSCHEM,,SRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGARIND,,STARTECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBISILVER,,TBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATIND,,TATAGOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMIPROP,,DENORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSUBNKBEES,,VIKRAMSOLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWPSUBK,,MIRCELECTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWNXT50,,CSBBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIBPB,,BHARATWIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAL,,INCREDIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSB,,BEARDSELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNXPHARMA,,BANK10ADD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMULTIMFG,,ESABINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMAHOLD,,SCHAEFFLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIES,,SIKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARMABEES,,RVTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINDHUTRAD,,NIFTYADD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNAMEDIA,,VRLLOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIKASLIFE,,CSLFINANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,,MOHITIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANEHOLDIN,,BALKRISHNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERIS,,INFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACLGEAR,,PRUDENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAVELFOOD,,UNITDSPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOICEIN,,SRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALIANTORG,,BHEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVER,,ARIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVERADD,,FEDERALBNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL,,BLAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPAP,,BSHSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HECPROJECT,,AKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARMADA,,OBEROIRLTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBSTOCKBRO,,AMBUJACEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCG,,BALMLAWRIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMRUTANJAN,,ORIENTCEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALPATARU,,MEDANTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDFNIFTYET,,NTPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETF,,JTEKTINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWDEFNC,,DBREALTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP10ADD,,IRFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLOYDSENT,,BODALCHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBA,,FISCHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RENUKA,,IVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOWVOLIETF,,ASMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UYFINCORP,,SANOFICONR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNXNIFTYJUNIOR,,BHARTIHEXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYCAB,,ANURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYPSUBANK,,TATAINVEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHANTIGEAR,,DABUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARVINDFASN,,IRMENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXRAIL,,PANSARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSUBNKIETF,,SATIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREDIGCEM,,APOLLOHOSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USK,,M&M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAKHTISUG,,SANDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAMICRO,,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALIVUS,,ASIANPAINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEEKAY,,GMMPFAUDLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECLTD,,JITFINFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYBETF,,NIFTY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JYOTHYLAB,,ALPHAGEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTHADD,,MAHABANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPPL,,APARINDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILLANDERS,,BBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWNIFTY,,HYUNDAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY100EQLWGT,,KRISHIVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASAHIINDIA,,JMFINANCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCSILVER,,IOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,,DIGISPICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIRANVYPAR,,IPCALAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD360,,LGBBROSLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,,HITECHGEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT50IETF,,RAMCOIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORALFINAC,,UGROCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGREEKEXP,,ANIKINDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVER1,,IRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AONENIFTY,,GAYAPROJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUCON,,MEDPLUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYHEALTHCARE,,SARDAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBL,,TRANSRAILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUILDPRO,,MMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDRMFAST,,BAJAJINDEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABDL,,IFCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVERBEES,,WELSPLSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHAND,,SAILIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOHEALTH,,SUPREME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE500IETF,,ACI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINEETLAB,,YESBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBINEQWETF,,NECLIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONIFTY100,,VAKRANGEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALUE,,WONDERLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AONETOTAL,,SUNDRMBRAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTV,,ASHOKLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIFFL,,SARLAPOLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDIETF,,PAKKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSUBANKADD,,AONESILVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSLNN50ET,,RSWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNXT30BEES,,PINELABS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDDERSHOL,,BOSCHLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWCGOLDETF,,RPGLIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBANKNIFTY,,BLUESTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWHOSPI,,FDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGIL,,NIFTYBETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWGOLD,,HEADSUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAGOLD,,MPSLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV20IETF,,SPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP20,,BANKINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY500,,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYTOTALMKT,,GOKUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYINDDEFENCE,,MEGASTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDNIPPON,,MBEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,,AJMERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVERAG,,ZSARACOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHOKA,,LGHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISCETF,,SHREDIGCEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWMAN,,BIOFILCHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWSLVR,,MOKSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVROIND,,ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNIORBEES,,IGPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT50,,VIPIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERGRID,,RKDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOSILVER,,EASEMYTRIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVNETEDUL,,ACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDBETA,,REMSONSIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOVALUE,,CYBERMEDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONIFTY500,,NILASPACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALASAR,,PUNJABCHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY200ALPHA30,,BORANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEJO,,ONGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORKLAINDIA,,DCBBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRSNAA,,DTIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALCHANNAG,,PILANIINVS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGCL,,HESTERBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDSWFTLAB,,BUTTERFLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSUMI,,IITL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYFMCG,,GRAVITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASKEN,,MOLDTKPAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIERENE,,CAPITALSFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVZINGOLD,,MARKSANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDFCFIRSTB,,WIPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOALPHA50,,BAYERCROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTHY,,ICICIGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWN200,,DALBHARAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUMAXIND,,RKFORGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIL,,OMPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICNETFN50,,CASTROLIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDBEES,,PIXTRANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUSOMENT,,MWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPCGREEN,,ADANIPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVC,,ESAFSFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYALPHA50,,CAPILLARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY50TR2XLEV,,BANKBARODA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY50PR2XLEV,,MOBIKWIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAFTSMAN,,WELSPUNLIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUEDART,,DONEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANURAS,,ANMOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QNIFTY,,ZENITHSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCGOLD,,JUSTDIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFENCE,,M&MFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSEC5IETF,,LLOYDSENGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBECIVIL,,ORICONENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENERGY,,HMVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOENERGY,,BENGALASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDCASE,,UTIAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVZINNIFTY,,SWANDEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYUNDAI,,JINDALSTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RML,,ATHERENERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBEL,,ELECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOGSEC,,ABLBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIMIDMOM,,SECURKLOUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVHL,,COMFINTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESG,,5PAISA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLOWVOL,,AFFORDABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY50EQLWGT,,BAJAJHFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY200,,PFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNXPSE,,SHREECEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARDAMOTR,,KAYNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOVEKRAFT,,MOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGOLD,,IXIGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFO,,TFCILTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYINDIAMFG,,ODIGMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALZERELEC,,GROWWSLVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCNIFTY,,PCJEWELLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY1,,PAYTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNCINFRA,,CHENNPETRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETFGOLD,,THACKER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMLAB,,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT50BETA,,NUVOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWPOWER,,PENIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRF,,SIGIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALICON,,RAJRILTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECCANCE,,MAITHANALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAILTEL,,TAINWALCHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALMLAWRIE,,AHLEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATNAVEER,,MITCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTHIETF,,RELIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXIND,,UPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPERHOUSE,,NITINSPIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANDHRAPAP,,JINDWORLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPHA,,UTKARSHBNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSLMSCIN,,NUVAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMDHENU,,KANCHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMULTIINFRA,,PONNIERODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAILY,,MOMGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVL,,BLIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUAL50,,AGROPHOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESILVER,,BAJFINANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUITASBNK,,EBGNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMENTUM50,,DALMIASUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWARKESH,,KRBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTARISUG,,INNOVISION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROLLT,,WANBURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,,NIACL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS,,NDLVENTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICEMAKE,,AIROLAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAINVEST,,INDTERRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METROPOLIS,,PENINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISILVER,,DRCSYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEELCITY,,BAJAJHLDNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHS,,BLACKBUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
